,confidence,word
0,<...> time <...>,0.5037000179290771
1,<...> ignoring <...>,0.5181000232696533
2,<...> cream <...>,0.5220000147819519
3,<...> you <...>,0.5084999799728394
4,<...> me <...>,0.4465000033378601
5,<...> wrong <...>,0.5738999843597412
6,<...> cheer <...>,0.5425999760627747
7,<...> time <...>,0.5012999773025513
8,<...> you <...>,0.49939998984336853
9,<...> ten <...>,0.5286999940872192
10,<...> answer <...>,0.6468999981880188
11,<...> you <...>,0.5473999977111816
12,<...> you <...>,0.5113999843597412
13,<...> affirmative <...>,0.5715000033378601
14,<...> twenty <...>,0.5613999962806702
15,<...> ignoring <...>,0.5277000069618225
16,<...> cream <...>,0.52920001745224
17,<...> game <...>,0.4997999966144562
18,<...> time <...>,0.49549999833106995
19,<...> wrong <...>,0.5993000268936157
20,<...> cheer <...>,0.5436000227928162
21,<...> time <...>,0.5022000074386597
22,<...> you <...>,0.5037000179290771
23,<...> ten <...>,0.5238999724388123
24,<...> answer <...>,0.633899986743927
25,<...> you <...>,0.5618000030517578
26,<...> you <...>,0.5090000033378601
27,<...> affirmative <...>,0.6017000079154968
28,<...> twenty <...>,0.5555999875068665
29,<...> ignoring <...>,0.5220000147819519
30,<...> cream <...>,0.5358999967575073
31,<...> you <...>,0.5026999711990356
32,<...> ice <...>,0.490200012922287
33,<...> wrong <...>,0.5810999870300293
34,<...> cheer <...>,0.5460000038146973
35,<...> time <...>,0.5060999989509583
36,<...> you <...>,0.506600022315979
37,<...> ten <...>,0.5210000276565552
38,<...> answer <...>,0.6262999773025513
39,<...> you <...>,0.5536999702453613
40,<...> you <...>,0.5133000016212463
41,<...> affirmative <...>,0.5647000074386597
42,<...> twenty <...>,0.5633000135421753
43,<...> ignoring <...>,0.5329999923706055
44,<...> cream <...>,0.5450000166893005
45,<...> game <...>,0.506600022315979
46,<...> time <...>,0.48730000853538513
47,<...> wrong <...>,0.5978999733924866
48,<...> cheer <...>,0.5396999716758728
49,<...> time <...>,0.5060999989509583
