,confidence,word
0,<...> ignoring <...>,0.5170999765396118
1,<...> cream <...>,0.5450000166893005
2,<...> game <...>,0.5084999799728394
3,<...> time <...>,0.4973999857902527
4,<...> wrong <...>,0.5925999879837036
5,<...> cheer <...>,0.5401999950408936
6,<...> time <...>,0.5045999884605408
7,<...> you <...>,0.5022000074386597
8,<...> ten <...>,0.5156999826431274
9,<...> answer <...>,0.6310999989509583
10,<...> you <...>,0.5627999901771545
11,<...> ice <...>,0.5031999945640564
12,<...> affirmative <...>,0.5723999738693237
13,<...> twenty <...>,0.551800012588501
14,<...> ignoring <...>,0.52920001745224
15,<...> cream <...>,0.5248000025749207
16,<...> game <...>,0.5060999989509583
17,<...> cheer <...>,0.4869000017642975
18,<...> wrong <...>,0.5752999782562256
19,<...> cheer <...>,0.5306000113487244
20,<...> time <...>,0.5031999945640564
21,<...> you <...>,0.5008000135421753
22,<...> ten <...>,0.5286999940872192
23,<...> answer <...>,0.6209999918937683
24,<...> you <...>,0.5590000152587891
25,<...> you <...>,0.511900007724762
26,<...> affirmative <...>,0.5748000144958496
27,<...> twenty <...>,0.5715000033378601
28,<...> ignoring <...>,0.5257999897003174
29,<...> cream <...>,0.5343999862670898
30,<...> game <...>,0.4959999918937683
31,<...> eyes <...>,0.5074999928474426
32,<...> wrong <...>,0.5853999853134155
33,<...> cheer <...>,0.541700005531311
34,<...> time <...>,0.4997999966144562
35,<...> you <...>,0.5041999816894531
36,<...> ten <...>,0.524399995803833
37,<...> answer <...>,0.646399974822998
38,<...> you <...>,0.5598999857902527
39,<...> you <...>,0.5195000171661377
40,<...> affirmative <...>,0.57669997215271
41,<...> twenty <...>,0.5719000101089478
42,<...> ignoring <...>,0.5181000232696533
43,<...> cream <...>,0.5162000060081482
44,<...> you <...>,0.49790000915527344
45,<...> time <...>,0.4916999936103821
46,<...> wrong <...>,0.6287000179290771
47,<...> cheer <...>,0.5450000166893005
48,<...> time <...>,0.5084999799728394
49,<...> you <...>,0.49889999628067017
