,confidence,word
0,<...> ignoring <...>,0.5228999853134155
1,<...> cream <...>,0.4984000027179718
2,<...> ice <...>,0.4936000108718872
3,<...> wrong <...>,0.5734000205993652
4,<...> cheer <...>,0.541700005531311
5,<...> time <...>,0.5008000135421753
6,<...> you <...>,0.501800000667572
7,<...> ten <...>,0.5343999862670898
8,<...> answer <...>,0.6425999999046326
9,<...> you <...>,0.5627999901771545
10,<...> you <...>,0.5098999738693237
11,<...> affirmative <...>,0.5666999816894531
12,<...> twenty <...>,0.5536999702453613
13,<...> ignoring <...>,0.5210000276565552
14,<...> cream <...>,0.5310999751091003
15,<...> cream <...>,0.4950000047683716
16,<...> time <...>,0.4964999854564667
17,<...> wrong <...>,0.57669997215271
18,<...> cheer <...>,0.5315999984741211
19,<...> time <...>,0.5031999945640564
20,<...> you <...>,0.5026999711990356
21,<...> ten <...>,0.5224000215530396
22,<...> answer <...>,0.6527000069618225
23,<...> you <...>,0.5584999918937683
24,<...> you <...>,0.5031999945640564
25,<...> affirmative <...>,0.5604000091552734
26,<...> twenty <...>,0.5734000205993652
27,<...> ignoring <...>,0.5300999879837036
28,<...> cream <...>,0.5205000042915344
29,<...> good <...>,0.4959999918937683
30,<...> time <...>,0.49410000443458557
31,<...> wrong <...>,0.5795999765396118
32,<...> cheer <...>,0.5296000242233276
33,<...> time <...>,0.5055999755859375
34,<...> you <...>,0.5060999989509583
35,<...> ten <...>,0.5281999707221985
36,<...> answer <...>,0.646399974822998
37,<...> you <...>,0.5436000227928162
38,<...> you <...>,0.5127999782562256
39,<...> affirmative <...>,0.5680999755859375
40,<...> twenty <...>,0.5584999918937683
41,<...> ignoring <...>,0.5175999999046326
42,<...> cream <...>,0.5343999862670898
43,<...> game <...>,0.5012999773025513
44,<...> ice <...>,0.49309998750686646
45,<...> wrong <...>,0.5882999897003174
46,<...> cheer <...>,0.5411999821662903
47,<...> time <...>,0.5037000179290771
48,<...> cheer <...>,0.5074999928474426
49,<...> ten <...>,0.5224000215530396
