,confidence,word
0,<...> blue <...>,0.49309998750686646
1,<...> blue <...>,0.49410000443458557
2,<...> blue <...>,0.5002999901771545
3,<...> blue <...>,0.4359000027179718
4,<...> blue <...>,0.4964999854564667
5,<...> blue <...>,0.5008000135421753
6,<...> blue <...>,0.5051000118255615
7,<...> blue <...>,0.5031999945640564
8,<...> blue <...>,0.5045999884605408
9,<...> blue <...>,0.5045999884605408
10,<...> blue <...>,0.4984000027179718
11,<...> blue <...>,0.5037000179290771
12,<...> blue <...>,0.5026999711990356
13,<...> blue <...>,0.4997999966144562
14,<...> blue <...>,0.5022000074386597
15,<...> blue <...>,0.49939998984336853
16,<...> blue <...>,0.4997999966144562
17,<...> blue <...>,0.49790000915527344
18,<...> blue <...>,0.4997999966144562
19,<...> blue <...>,0.5031999945640564
