,confidence,word
0,<...> ignoring <...>,0.5310999751091003
1,<...> cream <...>,0.5286999940872192
2,<...> game <...>,0.5103999972343445
3,<...> eyes <...>,0.5257999897003174
4,<...> wrong <...>,0.5656999945640564
5,<...> time <...>,0.5037000179290771
6,<...> cheer <...>,0.507099986076355
7,<...> ten <...>,0.5228999853134155
8,<...> answer <...>,0.6348999738693237
9,<...> you <...>,0.5532000064849854
10,<...> you <...>,0.5109000205993652
11,<...> affirmative <...>,0.5867999792098999
12,<...> twenty <...>,0.5647000074386597
13,<...> ignoring <...>,0.5205000042915344
14,<...> cream <...>,0.52920001745224
15,<...> you <...>,0.501800000667572
16,<...> cheer <...>,0.49219998717308044
17,<...> wrong <...>,0.5734000205993652
18,<...> cheer <...>,0.5335000157356262
19,<...> time <...>,0.5002999901771545
20,<...> you <...>,0.5041999816894531
21,<...> ten <...>,0.5253000259399414
22,<...> answer <...>,0.6104000210762024
23,<...> you <...>,0.5497999787330627
24,<...> you <...>,0.5103999972343445
25,<...> affirmative <...>,0.6036999821662903
26,<...> twenty <...>,0.5522000193595886
27,<...> ignoring <...>,0.5257999897003174
28,<...> cream <...>,0.5300999879837036
29,<...> you <...>,0.5045999884605408
30,<...> time <...>,0.4916999936103821
31,<...> wrong <...>,0.5935999751091003
32,<...> cheer <...>,0.5411999821662903
33,<...> time <...>,0.5037000179290771
34,<...> you <...>,0.5002999901771545
35,<...> ten <...>,0.5248000025749207
36,<...> answer <...>,0.6305999755859375
37,<...> you <...>,0.5473999977111816
38,<...> you <...>,0.5123000144958496
39,<...> affirmative <...>,0.5873000025749207
40,<...> twenty <...>,0.5604000091552734
41,<...> ignoring <...>,0.5277000069618225
42,<...> cream <...>,0.52920001745224
43,<...> you <...>,0.49939998984336853
44,<...> wrong <...>,0.4018000066280365
45,<...> wrong <...>,0.5931000113487244
46,<...> cheer <...>,0.5440999865531921
47,<...> time <...>,0.49790000915527344
48,<...> you <...>,0.5055999755859375
49,<...> ten <...>,0.5248000025749207
