,confidence,word
0,<...> tired <...>,0.4609000086784363
1,<...> tired <...>,0.44020000100135803
2,<...> tired <...>,0.46140000224113464
3,<...> tired <...>,0.47870001196861267
4,<...> tired <...>,0.46619999408721924
5,<...> tired <...>,0.49459999799728394
6,<...> tired <...>,0.4936000108718872
7,<...> tired <...>,0.484499990940094
8,<...> tired <...>,0.48730000853538513
9,<...> tired <...>,0.4912000000476837
10,<...> tired <...>,0.47530001401901245
11,<...> tired <...>,0.48350000381469727
12,<...> tired <...>,0.48159998655319214
13,<...> tired <...>,0.4821000099182129
14,<...> tired <...>,0.4830000102519989
15,<...> you <...>,0.461899995803833
16,<...> you <...>,0.4690999984741211
17,<...> tired <...>,0.4733999967575073
18,<...> tired <...>,0.4810999929904938
19,<...> tired <...>,0.4878000020980835
