,confidence,word
0,<...> one <...>,0.5257999897003174
1,<...> twenty <...>,0.5358999967575073
2,<...> one <...>,0.5388000011444092
3,<...> one <...>,0.29600000381469727
4,<...> twenty <...>,0.5320000052452087
5,<...> twenty <...>,0.5343999862670898
6,<...> one <...>,0.5512999892234802
7,<...> one <...>,0.5436000227928162
8,<...> twenty <...>,0.5396999716758728
9,<...> twenty <...>,0.5460000038146973
10,<...> twenty <...>,0.5479000210762024
11,<...> one <...>,0.5286999940872192
12,<...> twenty <...>,0.5623000264167786
13,<...> twenty <...>,0.5460000038146973
14,<...> twenty <...>,0.5536999702453613
15,<...> twenty <...>,0.5454999804496765
16,<...> twenty <...>,0.5522000193595886
17,<...> twenty <...>,0.5425999760627747
18,<...> twenty <...>,0.5536999702453613
19,<...> twenty <...>,0.5468999743461609
